person,age,occupation,workclass,education,hours per week,marital status,race,relationship,sex,capital gain,capital loss,education num,native country,fnlwgt,income
person 23990,53,Craft-repair,Private,Some-college,40,Divorced,White,Not-in-family,Male,0,0,10,United-States,200190,>50K
person 23991,49,Other-service,Private,HS-grad,32,Divorced,Black,Unmarried,Female,0,0,9,United-States,403112,<=50K
person 23992,40,Transport-moving,Private,Bachelors,45,Married-spouse-absent,Other,Own-child,Male,0,0,13,?,214891,<=50K
person 23993,31,Exec-managerial,Private,Some-college,40,Never-married,White,Own-child,Male,0,0,10,United-States,142675,<=50K
person 23995,35,Other-service,Local-gov,Some-college,40,Married-civ-spouse,White,Husband,Male,0,0,10,United-States,145308,<=50K
person 23996,47,Other-service,Local-gov,Some-college,20,Never-married,White,Own-child,Female,0,0,10,United-States,204377,<=50K
person 23997,43,Prof-specialty,Self-emp-not-inc,Masters,20,Divorced,White,Not-in-family,Female,0,0,14,United-States,260696,<=50K
person 23998,51,Machine-op-inspct,Private,Some-college,21,Never-married,White,Not-in-family,Male,0,0,10,United-States,231181,<=50K
person 23999,54,Prof-specialty,Private,Masters,40,Married-civ-spouse,White,Husband,Male,0,0,14,United-States,260052,>50K
person 24000,76,Other-service,Local-gov,9th,30,Married-civ-spouse,White,Husband,Male,0,0,5,United-States,178665,<=50K
person 24001,33,Sales,Private,7th-8th,43,Never-married,White,Not-in-family,Male,0,0,4,Mexico,226267,<=50K
person 24002,19,Transport-moving,Private,12th,15,Never-married,White,Own-child,Male,0,0,8,United-States,111232,<=50K
person 24003,26,Transport-moving,Private,HS-grad,40,Married-civ-spouse,White,Husband,Male,0,0,9,United-States,212748,<=50K
person 24004,23,Other-service,Private,Some-college,15,Never-married,White,Own-child,Female,0,0,10,United-States,110677,<=50K
person 24005,24,Sales,Private,Some-college,65,Never-married,White,Not-in-family,Male,0,0,10,United-States,306779,<=50K
person 24006,48,Sales,Private,HS-grad,40,Never-married,White,Own-child,Male,0,0,9,United-States,318331,<=50K
person 24007,36,Protective-serv,State-gov,Some-college,40,Married-civ-spouse,White,Husband,Male,0,0,10,United-States,143385,<=50K
person 24008,53,Exec-managerial,Private,Bachelors,44,Married-civ-spouse,White,Husband,Male,0,0,13,United-States,94081,>50K
person 24009,22,Adm-clerical,Private,Bachelors,10,Never-married,White,Own-child,Female,0,0,13,United-States,194723,<=50K
person 24010,43,Craft-repair,Private,HS-grad,40,Married-civ-spouse,White,Husband,Male,0,0,9,United-States,163985,<=50K
person 24011,31,Adm-clerical,Private,Assoc-acdm,40,Married-civ-spouse,White,Husband,Male,0,0,12,Italy,189759,<=50K
person 24013,36,Exec-managerial,Federal-gov,Bachelors,45,Married-civ-spouse,White,Husband,Male,0,0,13,United-States,54159,<=50K
person 24015,52,Prof-specialty,Private,Some-college,40,Married-civ-spouse,White,Husband,Male,0,0,10,Germany,104501,>50K
person 24017,24,Sales,Private,Bachelors,40,Never-married,White,Own-child,Male,0,0,13,United-States,448026,<=50K
person 24018,21,Sales,Private,Some-college,40,Never-married,White,Own-child,Male,0,0,10,United-States,189749,<=50K
person 24019,29,Prof-specialty,Private,Bachelors,64,Never-married,Asian-Pac-Islander,Own-child,Male,0,0,13,Philippines,90934,>50K
person 24020,34,Prof-specialty,State-gov,Bachelors,40,Married-civ-spouse,White,Husband,Male,0,0,13,United-States,253121,<=50K
person 24021,28,Adm-clerical,Private,Some-college,40,Never-married,White,Not-in-family,Female,0,0,10,United-States,181776,<=50K
person 24022,61,Sales,Private,Bachelors,40,Married-civ-spouse,White,Husband,Male,0,0,13,United-States,162397,>50K
person 24023,20,Handlers-cleaners,Private,HS-grad,60,Married-civ-spouse,White,Husband,Male,0,0,9,United-States,70708,<=50K
person 24024,47,Tech-support,State-gov,HS-grad,40,Married-civ-spouse,White,Husband,Male,0,0,9,United-States,103406,<=50K
person 24026,26,Other-service,Local-gov,Some-college,10,Never-married,Black,Own-child,Female,0,0,10,Jamaica,213451,<=50K
person 24027,53,Craft-repair,Private,Some-college,40,Married-civ-spouse,White,Husband,Male,0,0,10,United-States,139671,>50K
person 24028,26,Sales,Private,Bachelors,50,Never-married,White,Not-in-family,Male,0,0,13,United-States,36201,<=50K
person 24029,17,Prof-specialty,Local-gov,11th,15,Never-married,Black,Own-child,Male,0,0,7,United-States,173497,<=50K
person 24030,46,Prof-specialty,Private,Doctorate,40,Never-married,White,Not-in-family,Male,0,0,16,United-States,375606,>50K
person 24032,23,Adm-clerical,Private,HS-grad,16,Never-married,White,Own-child,Female,0,0,9,United-States,216811,<=50K
person 24033,41,Craft-repair,Private,HS-grad,40,Married-civ-spouse,White,Husband,Male,0,0,9,United-States,288679,<=50K
person 24035,28,Prof-specialty,Self-emp-not-inc,Bachelors,4,Never-married,White,Not-in-family,Female,0,0,13,United-States,282972,<=50K
person 24036,18,Sales,Self-emp-inc,11th,15,Never-married,White,Own-child,Male,0,0,7,United-States,117372,<=50K
person 24037,38,Prof-specialty,Private,HS-grad,40,Never-married,White,Not-in-family,Male,0,0,9,United-States,112497,>50K
person 24038,28,Sales,Private,Bachelors,40,Married-civ-spouse,White,Husband,Male,0,0,13,United-States,192384,>50K
person 24040,29,Sales,Private,Bachelors,40,Never-married,White,Not-in-family,Male,0,0,13,United-States,181822,<=50K
person 24041,43,Exec-managerial,Local-gov,Masters,50,Married-civ-spouse,Amer-Indian-Eskimo,Wife,Female,0,0,14,United-States,216070,>50K
person 24042,34,Prof-specialty,State-gov,Masters,40,Never-married,White,Unmarried,Female,0,0,14,United-States,112062,<=50K
person 24043,30,Sales,Private,Assoc-voc,45,Married-civ-spouse,White,Husband,Male,0,0,11,United-States,218551,>50K
person 24045,27,Exec-managerial,Private,Bachelors,40,Married-civ-spouse,White,Husband,Male,0,0,13,United-States,169460,<=50K
person 24046,25,Sales,Private,HS-grad,40,Never-married,Black,Own-child,Male,0,0,9,United-States,240081,<=50K
person 24047,22,Adm-clerical,Private,Some-college,40,Never-married,White,Own-child,Female,0,0,10,United-States,147655,<=50K
person 24048,26,Adm-clerical,Private,HS-grad,40,Never-married,White,Own-child,Male,0,0,9,?,90277,<=50K
person 24050,39,Exec-managerial,Private,Bachelors,45,Never-married,Black,Other-relative,Male,0,0,13,United-States,491000,<=50K
person 24052,40,Sales,Private,Bachelors,53,Never-married,White,Not-in-family,Male,0,0,13,United-States,34987,<=50K
person 24054,31,Protective-serv,Private,Some-college,40,Never-married,White,Not-in-family,Male,0,0,10,United-States,288983,<=50K
person 24055,28,Exec-managerial,Private,Some-college,40,Never-married,White,Not-in-family,Female,0,0,10,United-States,266070,<=50K
person 24056,25,Adm-clerical,Local-gov,Bachelors,40,Never-married,White,Not-in-family,Female,0,0,13,United-States,31873,<=50K
person 24057,25,Craft-repair,Private,7th-8th,60,Married-civ-spouse,White,Husband,Male,0,0,4,United-States,294400,<=50K
person 24058,19,?,?,Some-college,30,Married-civ-spouse,White,Wife,Female,0,0,10,United-States,184308,<=50K
person 24060,56,Machine-op-inspct,Private,HS-grad,40,Married-civ-spouse,White,Husband,Male,0,0,9,United-States,182273,<=50K
person 24061,34,Machine-op-inspct,Private,Some-college,40,Married-civ-spouse,White,Husband,Male,0,0,10,United-States,106541,<=50K
person 24063,31,Prof-specialty,Private,Prof-school,45,Divorced,White,Not-in-family,Female,0,0,15,United-States,196791,>50K
person 24067,65,Machine-op-inspct,Private,11th,40,Divorced,White,Other-relative,Male,0,0,7,United-States,149131,<=50K
person 24068,44,Sales,Private,Some-college,50,Married-civ-spouse,White,Husband,Male,0,0,10,England,219155,>50K
person 24069,53,Exec-managerial,Local-gov,HS-grad,40,Divorced,White,Not-in-family,Male,0,0,9,United-States,82783,<=50K
person 24070,28,Transport-moving,Private,HS-grad,40,Married-civ-spouse,White,Husband,Male,0,0,9,United-States,214858,<=50K
person 24071,41,Exec-managerial,Private,Bachelors,45,Divorced,White,Unmarried,Female,0,0,13,United-States,170230,<=50K
person 24072,40,Adm-clerical,Self-emp-inc,HS-grad,15,Divorced,White,Unmarried,Female,0,0,9,?,209344,<=50K
person 24073,35,Sales,Private,11th,40,Married-civ-spouse,White,Wife,Female,0,0,7,United-States,90406,<=50K
person 24074,41,Sales,Self-emp-inc,9th,70,Married-civ-spouse,White,Wife,Female,0,0,5,Dominican-Republic,299813,<=50K
person 24075,28,Craft-repair,Private,HS-grad,35,Married-civ-spouse,White,Husband,Male,0,0,9,Canada,188064,<=50K
person 24076,53,Craft-repair,Private,HS-grad,40,Married-civ-spouse,White,Husband,Male,0,0,9,Mexico,246117,<=50K
person 24078,28,Transport-moving,Local-gov,HS-grad,40,Never-married,Black,Own-child,Female,0,0,9,United-States,201099,<=50K
person 24079,27,Craft-repair,Private,Some-college,40,Divorced,White,Unmarried,Female,0,0,10,United-States,97490,<=50K
person 24080,27,Adm-clerical,Private,HS-grad,8,Never-married,Amer-Indian-Eskimo,Not-in-family,Female,0,0,9,United-States,221252,<=50K
person 24081,26,Craft-repair,Private,HS-grad,40,Married-civ-spouse,White,Husband,Male,0,0,9,United-States,116991,>50K
person 24082,53,Sales,Private,HS-grad,35,Widowed,White,Not-in-family,Female,0,0,9,United-States,161691,<=50K
person 24083,34,Craft-repair,Private,HS-grad,40,Married-civ-spouse,White,Husband,Male,0,0,9,Germany,107793,>50K
person 24084,50,Prof-specialty,Self-emp-inc,Masters,50,Never-married,Black,Not-in-family,Male,0,0,14,Trinadad&Tobago,194514,<=50K
person 24085,30,Adm-clerical,Private,HS-grad,62,Divorced,Black,Unmarried,Female,0,0,9,United-States,278502,<=50K
person 24087,27,?,?,HS-grad,40,Never-married,White,Not-in-family,Male,0,0,9,United-States,204074,<=50K
person 24088,55,Adm-clerical,Federal-gov,Some-college,40,Married-civ-spouse,White,Husband,Male,0,0,10,United-States,31965,<=50K
person 24089,21,Other-service,Private,Some-college,29,Never-married,White,Own-child,Female,0,0,10,?,143604,<=50K
person 24090,35,Transport-moving,Private,Some-college,40,Never-married,White,Own-child,Male,0,0,10,United-States,174308,<=50K
person 24091,31,Sales,Self-emp-not-inc,12th,50,Married-civ-spouse,Asian-Pac-Islander,Wife,Female,0,0,8,?,162551,<=50K
person 24092,39,Exec-managerial,Self-emp-inc,Masters,60,Married-civ-spouse,White,Husband,Male,0,0,14,United-States,372525,>50K
person 24093,30,Exec-managerial,Private,Bachelors,55,Married-civ-spouse,White,Husband,Male,0,0,13,United-States,75167,<=50K
person 24094,19,Sales,Private,Some-college,20,Never-married,White,Own-child,Female,0,0,10,United-States,93518,<=50K
person 24095,25,?,?,HS-grad,40,Married-spouse-absent,White,Not-in-family,Male,0,0,9,United-States,126797,<=50K
person 24097,21,Prof-specialty,Private,Some-college,20,Never-married,Asian-Pac-Islander,Other-relative,Female,0,0,10,South,112137,<=50K
person 24098,30,?,?,7th-8th,44,Widowed,White,Not-in-family,Female,0,0,4,United-States,58798,<=50K
person 24099,25,Other-service,Self-emp-not-inc,Some-college,22,Never-married,White,Not-in-family,Female,0,0,10,United-States,21472,<=50K
person 24100,32,Transport-moving,Private,Assoc-voc,45,Married-civ-spouse,White,Husband,Male,0,0,11,United-States,90969,>50K
person 24101,42,Machine-op-inspct,Private,Some-college,40,Married-civ-spouse,White,Husband,Male,0,0,10,United-States,52849,<=50K
person 24102,39,Sales,Self-emp-not-inc,Some-college,47,Divorced,White,Unmarried,Male,0,0,10,United-States,106347,<=50K
person 24103,48,Priv-house-serv,Private,Bachelors,44,Divorced,White,Not-in-family,Female,0,0,13,Germany,199735,<=50K
person 24104,24,Other-service,Private,Some-college,35,Never-married,Black,Unmarried,Female,0,0,10,United-States,488541,<=50K
person 24106,53,Sales,Private,Some-college,25,Married-civ-spouse,White,Husband,Male,0,0,10,United-States,172991,<=50K
person 24107,36,Adm-clerical,Federal-gov,Some-college,70,Married-civ-spouse,White,Husband,Male,0,0,10,United-States,210945,<=50K
person 24108,34,Craft-repair,Private,HS-grad,45,Divorced,White,Unmarried,Male,0,0,9,United-States,157446,<=50K
person 24110,45,Prof-specialty,Private,Bachelors,40,Married-civ-spouse,White,Husband,Male,0,0,13,United-States,144579,>50K
person 24111,31,Adm-clerical,Federal-gov,Assoc-acdm,40,Never-married,White,Not-in-family,Male,0,0,12,United-States,203488,<=50K
person 24113,44,Adm-clerical,Private,Some-college,40,Divorced,White,Unmarried,Female,0,0,10,United-States,336906,<=50K
person 24115,30,Adm-clerical,Private,Some-college,10,Divorced,White,Unmarried,Female,0,0,10,United-States,79448,<=50K
person 24118,29,Prof-specialty,Private,Bachelors,40,Married-civ-spouse,White,Husband,Male,0,0,13,United-States,133937,>50K
person 24119,20,Other-service,Private,Some-college,20,Never-married,White,Own-child,Male,0,0,10,United-States,219211,<=50K
person 24120,35,Protective-serv,State-gov,HS-grad,40,Divorced,White,Unmarried,Female,0,0,9,United-States,94529,<=50K
person 24121,35,Prof-specialty,Private,HS-grad,40,Separated,Black,Other-relative,Female,0,0,9,United-States,247547,<=50K
person 24122,29,Other-service,Private,HS-grad,38,Never-married,White,Not-in-family,Female,0,0,9,United-States,29361,<=50K
person 24123,21,Machine-op-inspct,Private,HS-grad,40,Never-married,White,Other-relative,Male,0,0,9,United-States,166851,<=50K
person 24126,61,Prof-specialty,Federal-gov,Prof-school,50,Married-civ-spouse,White,Husband,Male,0,0,15,United-States,151369,>50K
person 24127,42,Prof-specialty,Private,Masters,40,Never-married,White,Not-in-family,Female,0,0,14,United-States,174112,<=50K
person 24129,35,Prof-specialty,State-gov,Some-college,40,Never-married,Black,Own-child,Female,0,0,10,United-States,194828,<=50K
person 24130,32,?,?,HS-grad,24,Married-civ-spouse,White,Husband,Male,0,0,9,United-States,216908,<=50K
person 24131,22,Sales,Private,Some-college,20,Never-married,White,Own-child,Female,0,0,10,United-States,126613,<=50K
person 24132,61,Exec-managerial,Private,HS-grad,40,Divorced,White,Not-in-family,Female,0,0,9,United-States,26254,<=50K
person 24133,24,Other-service,Private,HS-grad,40,Never-married,Black,Own-child,Male,0,0,9,United-States,67804,<=50K
person 24134,58,Prof-specialty,Local-gov,Masters,35,Never-married,White,Not-in-family,Male,0,0,14,United-States,53481,<=50K
person 24135,42,Handlers-cleaners,Private,HS-grad,40,Married-civ-spouse,White,Husband,Male,0,0,9,United-States,412379,<=50K
person 24137,26,?,?,Some-college,40,Never-married,White,Own-child,Female,0,0,10,United-States,256141,<=50K
person 24138,25,Handlers-cleaners,Private,HS-grad,40,Separated,Black,Unmarried,Female,0,0,9,United-States,268222,<=50K
person 24140,36,Exec-managerial,Private,Assoc-acdm,44,Married-civ-spouse,White,Husband,Male,0,0,12,United-States,98389,>50K
person 24142,18,Craft-repair,Private,11th,40,Married-civ-spouse,White,Husband,Male,0,0,7,United-States,115443,<=50K
person 24143,28,Craft-repair,Private,HS-grad,40,Married-civ-spouse,White,Husband,Male,0,0,9,United-States,65078,>50K
person 24144,20,Adm-clerical,Private,HS-grad,20,Married-civ-spouse,White,Wife,Female,0,0,9,United-States,24896,<=50K
person 24145,19,Tech-support,Private,Some-college,30,Never-married,White,Own-child,Male,0,0,10,United-States,184710,<=50K
person 24146,28,Other-service,Private,Bachelors,48,Divorced,White,Unmarried,Female,0,0,13,England,410450,>50K
person 24147,37,Adm-clerical,Private,Assoc-voc,40,Married-civ-spouse,White,Husband,Male,0,0,11,United-States,83893,<=50K
person 24148,23,Transport-moving,Private,Some-college,40,Never-married,White,Not-in-family,Male,0,0,10,United-States,113309,<=50K
person 24149,60,Craft-repair,Private,Some-college,47,Divorced,White,Not-in-family,Male,0,0,10,United-States,160625,<=50K
person 24150,17,Adm-clerical,Local-gov,12th,12,Never-married,White,Own-child,Female,0,0,8,United-States,340043,<=50K
person 24153,36,Craft-repair,Private,Some-college,40,Married-civ-spouse,White,Husband,Male,0,0,10,?,361888,>50K
person 24155,47,Other-service,State-gov,Bachelors,40,Married-civ-spouse,White,Husband,Male,0,0,13,United-States,167281,<=50K
person 24156,22,Other-service,Private,HS-grad,40,Never-married,White,Not-in-family,Female,0,0,9,United-States,35663,<=50K
person 24157,61,Other-service,Private,HS-grad,40,Married-civ-spouse,White,Husband,Male,0,0,9,United-States,357437,<=50K
person 24158,57,Farming-fishing,Private,5th-6th,45,Married-civ-spouse,White,Husband,Male,0,0,3,Mexico,390856,<=50K
person 24159,54,Craft-repair,Private,HS-grad,40,Married-civ-spouse,White,Husband,Male,0,0,9,United-States,202415,>50K
person 24160,40,Craft-repair,Private,12th,50,Married-civ-spouse,White,Husband,Male,0,0,8,United-States,77247,>50K
person 24161,40,Protective-serv,Local-gov,HS-grad,42,Never-married,White,Not-in-family,Male,0,0,9,United-States,101795,<=50K
person 24162,32,Transport-moving,Private,11th,40,Never-married,White,Own-child,Male,0,0,7,United-States,198068,<=50K
person 24163,49,Sales,Self-emp-not-inc,Some-college,50,Married-civ-spouse,White,Husband,Male,0,0,10,United-States,199326,<=50K
person 24164,31,Adm-clerical,Private,HS-grad,40,Never-married,White,Not-in-family,Female,0,0,9,United-States,178841,<=50K
person 24165,58,Adm-clerical,Private,Bachelors,40,Married-civ-spouse,Asian-Pac-Islander,Husband,Male,0,0,13,Philippines,136951,<=50K
person 24166,26,Exec-managerial,Self-emp-inc,Bachelors,50,Never-married,White,Not-in-family,Male,0,0,13,United-States,109240,<=50K
person 24167,35,Farming-fishing,Self-emp-not-inc,7th-8th,40,Married-civ-spouse,White,Husband,Male,0,0,4,United-States,128876,<=50K
person 24168,25,Machine-op-inspct,Private,Some-college,40,Never-married,White,Own-child,Male,0,0,10,India,103358,<=50K
person 24169,43,Adm-clerical,Private,12th,40,Married-civ-spouse,Black,Husband,Male,0,0,8,United-States,354408,<=50K
person 24171,45,Prof-specialty,Private,Bachelors,60,Married-civ-spouse,White,Husband,Male,0,0,13,United-States,155659,>50K
person 24172,48,Machine-op-inspct,Private,HS-grad,40,Never-married,Black,Not-in-family,Male,0,0,9,United-States,143299,<=50K
