house,median income,median house value,housing median age,total rooms,total bedrooms,population,households,longitude,latitude,ocean proximity
house 13222,3.6361,157700,17,12689,2426,7343,2230,-117.71,34.02,INLAND
house 2787,3.0817,118800,20,1468,283,721,270,-118.45,37.25,INLAND
house 5481,2.9722,325000,33,3125,785,1720,713,-118.45,33.99,<1H OCEAN
house 14445,2.8421,227800,25,2076,586,1060,554,-117.26,32.81,NEAR OCEAN
house 6415,2.8352,161700,20,3350,831,1816,744,-118.01,34.14,INLAND
house 4921,1.6382,105000,36,1176,309,1267,292,-118.25,34,<1H OCEAN
house 19221,2.3929,141300,15,1811,406,718,403,-122.68,38.46,<1H OCEAN
house 3012,3.5,113900,24,806,168,323,136,-118.93,34.82,INLAND
house 18119,6.3197,340100,33,2563,434,1230,418,-122.02,37.31,<1H OCEAN
house 16985,5.5184,274800,35,1873,351,945,333,-122.3,37.56,NEAR OCEAN
house 9809,7.1198,469900,32,3152,504,793,426,-121.95,36.6,NEAR OCEAN
house 6473,4.2898,251600,40,1975,389,1116,378,-118.06,34.09,<1H OCEAN
house 14382,2.9904,286800,36,1830,430,755,419,-117.25,32.74,NEAR OCEAN
house 14960,5.1221,229700,4,14934,2479,6945,2418,-116.94,32.75,<1H OCEAN
house 13813,2.8281,69300,29,3111,661,1530,608,-117.02,34.89,INLAND
house 12744,4.7283,164500,30,2619,370,940,359,-121.36,38.63,INLAND
house 20084,3.6838,145700,13,2095,391,860,331,-120.28,38.03,INLAND
house 13368,4.0037,245200,2,7544,1516,2801,1001,-117.58,34,INLAND
house 1097,2.8306,87500,25,2202,422,1109,403,-121.8,39.64,INLAND
house 1965,2.3583,108700,21,1661,406,789,319,-120.58,38.77,INLAND
house 17105,7.7932,469900,29,1617,235,758,246,-122.23,37.45,NEAR OCEAN
house 15195,8.4284,378300,8,3372,430,1536,448,-117.01,32.99,<1H OCEAN
house 13774,7.2708,316700,6,2290,312,957,274,-116.98,34.05,INLAND
house 7951,4.8942,194100,36,1578,312,827,311,-118.15,33.86,<1H OCEAN
house 17738,5.1149,235700,22,2199,361,1270,386,-121.79,37.31,<1H OCEAN
house 4612,2.0185,141700,9,1554,815,1704,761,-118.29,34.06,<1H OCEAN
house 15444,2.9469,216100,4,2342,595,1518,545,-117.26,33.19,NEAR OCEAN
house 12225,4.4792,173900,11,1183,178,543,147,-116.95,33.68,INLAND
house 9326,5.2818,331000,35,2012,346,818,352,-122.52,37.96,NEAR BAY
house 17795,3.7214,167900,42,2913,577,1873,580,-121.82,37.37,<1H OCEAN
house 14080,3.6705,167000,50,1729,355,617,337,-117.11,32.77,NEAR OCEAN
house 13402,3.6417,119000,16,5058,965,3388,878,-117.45,34.13,INLAND
house 4312,1.879,218800,28,2173,819,2548,763,-118.32,34.09,<1H OCEAN
house 15696,5.5634,500001,52,3069,579,1107,536,-122.45,37.79,NEAR BAY
house 11712,3.6563,146900,18,1703,360,354,163,-120.18,39.17,INLAND
house 16062,4.3281,323100,49,1637,304,729,281,-122.49,37.76,NEAR BAY
house 12830,3.8611,93900,32,965,183,568,188,-121.46,38.7,INLAND
house 20354,5.0066,275000,12,57,22,69,15,-119.05,34.13,NEAR OCEAN
house 2685,3.2593,80800,24,2565,530,1447,473,-115.55,32.98,INLAND
house 16835,4.1827,345500,31,1331,245,598,225,-122.55,37.59,NEAR OCEAN
house 12305,3.4167,100000,35,324,63,158,39,-116.8,33.8,INLAND
house 10196,4.0288,184000,35,1216,225,893,228,-117.93,33.86,<1H OCEAN
house 17003,5.6396,430300,19,7976,1406,3437,1338,-122.25,37.56,NEAR BAY
house 11539,4.525,186000,30,3380,722,2269,652,-118.01,33.75,<1H OCEAN
house 14287,3.37,159100,36,6096,1285,3093,1229,-117.12,32.72,NEAR OCEAN
house 9525,5.9585,214900,14,2240,327,1030,308,-123.17,39.18,<1H OCEAN
house 15931,4.1071,240900,52,1985,401,1337,424,-122.43,37.73,NEAR BAY
house 18816,2.7778,72900,32,1404,247,544,201,-120.08,39.61,INLAND
house 19987,2.3152,63100,25,2360,460,1424,436,-119.32,36.21,INLAND
house 1587,12.2478,500001,10,3209,379,1199,392,-121.96,37.85,INLAND
house 4079,4.3,500001,41,3545,698,1221,651,-118.36,34.15,<1H OCEAN
house 398,3.8672,216700,50,1211,261,523,227,-122.29,37.88,NEAR BAY
house 16445,2.8942,116700,27,1004,192,470,192,-121.3,38.13,INLAND
house 6999,3.8214,178500,36,2722,515,1390,486,-118.04,33.95,<1H OCEAN
house 77,2.4464,102100,36,2914,562,1236,509,-122.28,37.81,NEAR BAY
house 3723,2.2589,269700,33,3353,790,2318,775,-118.42,34.19,<1H OCEAN
house 9960,3.6389,304000,44,1066,190,416,174,-122.28,38.34,NEAR BAY
house 933,5.2882,223100,25,4209,731,2568,703,-122.05,37.54,NEAR BAY
house 13768,4.8173,146600,25,2495,438,1071,405,-117.12,34.04,INLAND
house 7130,4.9107,279900,33,1143,172,508,174,-118.1,34.02,<1H OCEAN
house 20059,1.5069,43700,32,1393,343,1282,336,-119.27,35.88,INLAND
house 13886,3.4028,67500,18,1321,272,754,226,-115.93,35.55,INLAND
house 2448,1.8878,51600,30,1722,372,1467,403,-119.62,36.56,INLAND
house 4834,1.78,162500,41,1653,426,1868,393,-118.3,34.03,<1H OCEAN
house 4888,2.0703,114800,46,1249,357,1607,331,-118.26,34.02,<1H OCEAN
house 8247,2.5544,162500,8,992,393,694,331,-118.19,33.78,NEAR OCEAN
house 4957,1.8214,123200,52,2547,475,1417,444,-118.31,34.01,<1H OCEAN
house 12367,2.1411,136400,10,6960,1487,1130,661,-116.46,33.79,INLAND
house 2340,4.5577,123300,2,2579,376,1133,342,-119.67,36.82,INLAND
house 14029,2.465,198700,40,2261,579,903,525,-117.15,32.75,NEAR OCEAN
house 6738,5.9546,396700,39,788,128,413,139,-118.08,34.13,INLAND
house 16401,5.5693,153100,38,523,80,226,72,-121.23,37.99,INLAND
house 6516,2.3098,173100,39,2451,649,2536,648,-118.04,34.07,<1H OCEAN
house 11530,1.9074,68500,26,3083,806,960,723,-118.08,33.77,<1H OCEAN
house 275,5.2578,253000,39,617,95,236,106,-122.18,37.79,NEAR BAY
house 19665,3.5547,122400,25,1611,285,882,261,-120.82,37.49,INLAND
house 11280,5.244,218000,35,1493,267,811,272,-117.96,33.8,<1H OCEAN
house 953,5.0143,271100,15,6473,1027,2484,970,-121.94,37.71,<1H OCEAN
house 5867,4.0313,209100,45,903,190,557,204,-118.35,34.19,<1H OCEAN
house 20137,3.6453,201700,32,3885,759,2504,736,-119.06,34.37,<1H OCEAN
house 2633,3.0536,107000,35,952,178,480,179,-124.18,40.62,NEAR OCEAN
house 15662,0.8543,500001,27,1728,884,1211,752,-122.42,37.78,NEAR BAY
house 19889,4.4,79300,18,2377,414,1359,424,-119.16,36.28,INLAND
house 18630,6.4517,356600,23,1708,287,670,238,-121.9,37.1,<1H OCEAN
house 638,2.1898,141700,28,2215,587,830,573,-122.15,37.73,NEAR BAY
house 2118,3.1,71300,30,1548,282,886,311,-119.73,36.76,INLAND
house 14205,4.8875,157700,9,1520,269,1250,265,-117.06,32.69,NEAR OCEAN
house 11127,3.025,180000,22,1178,289,865,294,-117.91,33.85,<1H OCEAN
house 985,5.7519,278500,27,1569,242,583,214,-121.87,37.66,INLAND
house 5910,3.6726,154600,38,1237,298,1073,293,-118.43,34.29,<1H OCEAN
house 1412,5.0761,233200,35,4043,689,1832,662,-122.08,37.93,NEAR BAY
house 5005,3.3906,189700,48,1949,308,823,340,-118.32,34.02,<1H OCEAN
house 19234,4.75,190500,20,2806,477,1369,460,-122.66,38.47,<1H OCEAN
house 15590,5.359,193800,16,349,74,120,43,-116.67,32.97,<1H OCEAN
house 14095,1.4375,96400,17,871,379,955,351,-117.1,32.75,NEAR OCEAN
house 9888,1.8287,146900,52,935,224,315,207,-122.29,38.3,NEAR BAY
house 3196,2.8281,60200,20,2440,433,1579,400,-119.73,36.31,INLAND
house 14941,5.2489,213700,14,2796,476,1466,464,-117.03,32.63,NEAR OCEAN
house 8406,2.6298,156500,40,1625,500,2036,476,-118.36,33.93,<1H OCEAN
house 20428,8.6499,500001,4,15572,2222,5495,2152,-118.8,34.19,<1H OCEAN
house 7910,3.6417,208100,27,3065,736,1840,719,-118.08,33.88,<1H OCEAN
house 18980,3.1176,126500,10,2237,454,1255,429,-122.02,38.25,INLAND
house 12573,3.1944,79000,35,2061,371,1110,342,-121.41,38.53,INLAND
house 10833,4.2036,220100,34,2141,425,1559,429,-117.93,33.65,<1H OCEAN
house 12707,2.5238,118800,22,5773,1320,2607,1250,-121.39,38.6,INLAND
house 13237,8.6573,354000,16,2196,287,949,289,-117.65,34.14,INLAND
house 1372,3.1711,116100,39,1313,306,575,231,-122.11,38.01,NEAR BAY
house 14556,6.712,240200,15,2267,292,1180,289,-117.13,32.96,<1H OCEAN
house 17155,5.7211,500001,23,5741,1012,1843,888,-122.21,37.43,NEAR OCEAN
house 9607,2.1838,75000,40,3693,771,2102,742,-120.47,37.3,INLAND
house 5378,3.9038,308300,49,1230,279,669,269,-118.39,34.04,<1H OCEAN
house 1180,1.8047,53800,29,2896,596,1809,617,-121.54,39.48,INLAND
house 13646,1.4511,73100,46,476,102,476,91,-117.32,34.06,INLAND
house 12458,3.3438,74000,29,1387,236,671,239,-114.58,33.63,INLAND
house 5563,2.6546,159600,41,620,133,642,162,-118.28,33.91,<1H OCEAN
house 4433,2.4375,114000,49,1320,309,1405,328,-118.2,34.08,<1H OCEAN
house 14330,0.7685,187500,39,311,181,206,113,-117.17,32.71,NEAR OCEAN
house 2408,2.4219,65800,19,1484,296,1296,298,-119.43,36.61,INLAND
house 13920,1.3571,41000,34,3868,1257,890,423,-115.85,34.2,INLAND
house 1183,2.9965,88900,20,2505,468,1174,429,-121.49,39.49,INLAND
house 12012,6.1561,233500,12,2290,319,728,228,-117.53,33.92,INLAND
house 17048,7.4678,500001,15,5480,892,2009,831,-122.29,37.48,NEAR OCEAN
house 19348,4.0294,201700,41,2720,501,987,364,-122.82,38.61,<1H OCEAN
house 10624,4.5094,160200,12,4329,1068,1913,978,-117.77,33.67,<1H OCEAN
house 9697,2.4884,130500,43,2534,592,2448,603,-121.62,36.68,<1H OCEAN
house 2279,3.2642,89600,34,2679,460,1141,470,-119.77,36.79,INLAND
house 705,3.2829,162500,5,3785,936,2240,792,-122.05,37.63,NEAR BAY
house 1941,3.9036,180800,11,2339,436,1062,380,-120.96,38.66,INLAND
house 16112,3.5,275700,44,2374,496,1087,426,-122.5,37.74,NEAR OCEAN
house 17631,4.9205,240500,31,1944,343,975,334,-121.91,37.25,<1H OCEAN
house 7872,4.9107,179600,37,1159,238,740,243,-118.14,33.89,<1H OCEAN
house 5882,3.7941,247800,37,2381,575,1235,499,-118.33,34.16,<1H OCEAN
house 18222,4.1544,277000,19,3565,858,1639,744,-122.08,37.4,NEAR BAY
house 4554,1.1979,350000,33,390,199,435,193,-118.24,34.06,<1H OCEAN
house 19599,2.0521,65400,26,3396,705,2446,694,-120.91,37.57,INLAND
house 17859,15.0001,500001,43,91,12,58,16,-121.87,37.46,<1H OCEAN
house 3191,5.1728,107500,7,479,84,327,103,-119.8,36.29,INLAND
house 11946,2.1865,129300,15,4836,1368,3012,1240,-117.43,33.93,INLAND
house 13582,1.3571,70600,36,2991,822,2378,751,-117.28,34.12,INLAND
house 6149,2.9712,143900,33,1558,316,1600,338,-117.97,34.1,INLAND
house 19690,1.6823,83800,21,1432,328,933,336,-121.61,39.13,INLAND
house 4501,1.9271,136400,28,950,357,1485,345,-118.21,34.05,<1H OCEAN
house 18727,1.6033,98800,19,1043,204,505,183,-122.3,40.58,INLAND
house 12038,3.9522,124600,26,2970,576,2156,558,-117.49,33.93,INLAND
house 11959,3.6667,314100,32,1263,178,508,180,-117.4,33.9,INLAND
house 4904,1.4464,110200,30,962,291,1280,263,-118.25,34.01,<1H OCEAN
house 6243,4.0274,160700,36,2391,407,1967,398,-117.98,34.06,<1H OCEAN
house 2620,2.3147,70100,18,1550,345,941,335,-124.08,40.94,NEAR OCEAN
house 5979,5.3637,214700,28,3494,566,1391,522,-117.74,34.11,INLAND
house 11560,4.0194,197400,28,3215,652,2066,636,-117.98,33.76,<1H OCEAN
house 9698,2.0244,118500,19,9899,2617,11272,2528,-121.61,36.69,<1H OCEAN
house 8677,4.3036,282100,35,1818,339,828,319,-118.32,33.88,<1H OCEAN
house 18978,3.8583,137900,11,6550,1149,3570,1123,-122.01,38.25,INLAND
house 20089,2.5562,136200,22,4173,763,1086,444,-120.25,38.04,INLAND
house 8228,2.3305,162500,52,2662,893,3018,763,-118.2,33.78,NEAR OCEAN
house 1355,2.7907,113900,29,5765,1170,3266,1131,-121.94,38.02,INLAND
house 9574,3.2955,88600,19,3874,676,2441,707,-120.6,37.35,INLAND
house 1025,3.15,140600,16,3045,543,202,102,-120,38.52,INLAND
house 9021,6.8474,356700,9,1143,179,647,180,-118.8,34.15,NEAR OCEAN
house 10752,6.0247,500001,41,1790,361,540,284,-117.89,33.61,<1H OCEAN
house 7003,3.0491,158200,34,1759,431,1282,391,-118.04,33.97,<1H OCEAN
house 15676,4.1047,466700,52,3172,848,1259,806,-122.43,37.8,NEAR BAY
house 4587,1.7238,110000,33,1950,1047,3707,1012,-118.26,34.06,<1H OCEAN
house 17828,6.0959,272700,3,4430,841,2559,801,-121.88,37.37,<1H OCEAN
house 17018,5.4719,397900,38,2197,357,1228,373,-122.28,37.52,NEAR OCEAN
house 14514,4.8229,183200,10,2349,431,1598,435,-117.15,32.91,<1H OCEAN
house 13511,0.7069,70300,29,331,85,341,107,-117.34,34.13,INLAND
house 10519,6.379,500001,12,4676,698,1543,598,-117.71,33.51,<1H OCEAN
house 19242,5.4886,254200,6,6719,1016,2699,997,-122.75,38.54,<1H OCEAN
house 17946,4.7604,294700,36,1683,286,740,324,-121.95,37.33,<1H OCEAN
house 17565,5.8186,281100,52,2125,431,1014,443,-121.9,37.31,<1H OCEAN
house 11332,4.015,186700,30,5268,1093,4480,1050,-117.94,33.75,<1H OCEAN
house 8453,3.87,264500,26,2159,523,1331,520,-118.35,33.91,<1H OCEAN
house 14852,2.5662,118200,31,3008,764,2088,757,-117.08,32.67,NEAR OCEAN
house 10411,4.5022,151900,2,4860,1193,2332,1073,-117.59,33.65,<1H OCEAN
house 19461,5.5684,185100,18,3176,468,1296,471,-120.98,37.69,INLAND
house 2804,2.6094,67900,38,2952,598,1491,568,-119.03,35.42,INLAND
house 15786,4.7105,275000,3,3464,1179,1441,919,-122.39,37.78,NEAR BAY
house 4100,3.5714,197900,8,4382,1560,2138,1411,-118.37,34.14,<1H OCEAN
house 14139,2.6629,116900,37,1042,205,589,208,-117.07,32.74,NEAR OCEAN
house 12224,5.3623,201300,15,2094,316,937,277,-116.89,33.73,INLAND
house 12658,2.71,65600,34,1279,285,963,268,-121.46,38.52,INLAND
house 14410,3.4527,175000,22,2020,466,1010,429,-117.22,32.78,NEAR OCEAN
house 9660,2.1434,44000,42,2918,576,1182,440,-121.16,41.78,INLAND
house 1844,4.4286,234900,52,2657,500,1131,489,-122.29,37.9,NEAR BAY
house 15003,1.7179,132000,5,2878,785,1727,758,-117.04,32.74,NEAR OCEAN
house 14518,3.6111,196300,15,1450,266,747,290,-117.13,32.91,<1H OCEAN
house 2698,3.5735,71100,30,1602,322,1130,335,-115.37,32.82,INLAND
house 14651,2.8621,196900,31,1952,471,936,462,-117.2,32.77,NEAR OCEAN
house 16398,2.8958,135000,21,446,73,182,57,-121.25,38,INLAND
house 978,10.9506,475800,20,1309,184,514,172,-121.88,37.64,INLAND
house 10362,8.0082,286600,16,4277,565,1642,549,-117.66,33.57,<1H OCEAN
house 6837,2.5787,223000,35,2517,662,1883,607,-118.13,34.08,<1H OCEAN
house 17235,8.7394,500001,23,2600,398,917,374,-119.68,34.44,<1H OCEAN
house 14389,4.6354,179200,16,735,139,299,134,-117.23,32.74,NEAR OCEAN
house 6675,3.4167,198200,35,1760,447,984,384,-118.12,34.15,<1H OCEAN
house 4163,2.286,169300,38,1158,309,1051,322,-118.19,34.11,<1H OCEAN
house 15880,2.0325,178100,52,2164,606,2034,513,-122.41,37.75,NEAR BAY
house 14165,2.0284,161800,34,1730,373,730,350,-117.06,32.77,NEAR OCEAN
house 6920,10.8034,500001,18,4078,484,1490,482,-117.99,33.97,<1H OCEAN
house 3200,4.3911,107900,21,1745,266,837,292,-119.65,36.35,INLAND
house 15952,3.9565,268500,48,2675,585,1773,540,-122.44,37.72,NEAR BAY
house 18856,2.0375,57500,26,178,40,55,25,-122.34,41.21,INLAND
house 12156,3.125,117200,12,1869,356,1007,323,-117.22,33.66,<1H OCEAN
house 8105,2.3,137500,28,3008,629,2537,596,-118.22,33.79,NEAR OCEAN
house 12910,3.0972,150000,31,1817,372,992,339,-121.3,38.63,INLAND
house 19995,2.4922,66100,24,1306,266,889,276,-119.37,36.19,INLAND
house 10287,4.625,245700,25,1737,270,840,265,-117.83,33.89,<1H OCEAN
house 6560,6.4288,295500,46,2676,427,1022,395,-118.13,34.2,INLAND
house 2614,2.6847,111300,18,3297,662,1554,578,-124.08,40.99,NEAR OCEAN
house 1671,2.5517,147100,52,1736,358,638,297,-122.23,38.05,NEAR BAY
house 7329,2.2422,168200,33,2410,641,2106,593,-118.17,33.97,<1H OCEAN
house 16752,3.65,239900,45,1799,394,1436,389,-122.46,37.71,NEAR OCEAN
house 862,3.6832,216900,20,4126,1031,2079,975,-121.98,37.58,<1H OCEAN
house 15344,3.8958,189800,4,1837,287,934,277,-117.35,33.23,NEAR OCEAN
house 15820,1.3824,212500,46,2150,817,2075,807,-122.42,37.76,NEAR BAY
house 19979,4.125,71300,38,298,55,161,47,-118.86,35.9,INLAND
house 19341,3.7361,173700,23,2676,521,1456,500,-122.87,38.61,<1H OCEAN
house 11742,3.0917,128100,48,1127,,530,186,-121.13,38.87,INLAND
house 8865,3.8158,500001,43,1879,397,873,382,-118.39,34.06,<1H OCEAN
house 5575,1.9049,222200,10,1391,420,1378,377,-118.29,33.85,<1H OCEAN
house 9453,2.9306,70000,23,608,143,281,108,-123.15,39.74,INLAND
house 9611,1.75,57600,35,1313,324,1350,343,-120.49,37.3,INLAND
house 5704,4.5759,209200,43,1428,325,836,302,-118.26,34.23,<1H OCEAN
house 15745,2.105,316700,52,1952,628,1284,576,-122.43,37.78,NEAR BAY
house 4296,2.3317,172500,29,2240,792,2254,739,-118.29,34.09,<1H OCEAN
house 9437,1.398,103800,14,2878,617,1011,509,-119.99,37.51,INLAND
house 18949,5.4399,187100,4,8778,1291,4010,1188,-121.98,38.29,INLAND
house 10863,5.0956,246000,21,3648,654,2266,628,-117.87,33.7,<1H OCEAN
house 12174,2.2969,89300,17,3318,759,2016,673,-117.23,33.79,INLAND
house 20608,1.8413,62300,28,1442,333,832,286,-121.57,39.1,INLAND
house 10276,3.4856,142800,28,2292,531,2197,509,-117.87,33.86,<1H OCEAN
house 8550,4.4,225800,44,822,180,480,177,-118.35,33.88,<1H OCEAN
house 7599,2.4632,111700,41,1476,286,1086,278,-118.25,33.89,<1H OCEAN
house 2164,3.0568,71300,41,1441,274,646,296,-119.82,36.77,INLAND
house 13164,3.7316,192400,13,4115,782,2903,747,-121.38,36.85,INLAND
house 4027,6.1274,315900,11,1080,174,386,160,-118.54,34.17,<1H OCEAN
house 19755,3.5305,73600,30,2750,476,1296,464,-122.19,40.2,INLAND
house 20315,3.9485,196600,23,3204,644,2295,614,-119.16,34.15,NEAR OCEAN
house 19952,3.1944,106800,29,2051,351,915,343,-119.35,36.22,INLAND
house 14942,5.1354,181600,26,2756,422,1166,398,-117.04,32.63,NEAR OCEAN
house 1492,5.6642,237000,22,3526,510,1660,508,-122.02,37.95,NEAR BAY
house 12507,2.5417,125900,50,1533,288,532,257,-121.43,38.56,INLAND
house 3958,2.5797,183500,17,2737,868,2924,785,-118.59,34.21,<1H OCEAN
house 20048,1.3807,53100,27,1127,294,839,276,-119.01,36.05,INLAND
house 3760,2.5603,174200,32,3553,1060,3129,1010,-118.38,34.18,<1H OCEAN
house 10027,1.9886,113800,39,2099,433,929,423,-121.07,39.23,INLAND
house 8055,0.7007,134400,30,2548,717,2086,700,-118.18,33.85,<1H OCEAN
house 17222,5.5922,384400,35,2183,363,988,351,-119.71,34.45,<1H OCEAN
house 8220,4.5938,112500,33,32,18,96,36,-118.21,33.79,NEAR OCEAN
house 11041,8.9257,431800,19,3154,390,1404,384,-117.81,33.81,<1H OCEAN
house 9224,2.4219,83900,34,1391,297,943,281,-120.29,36.88,INLAND
house 16637,2.5172,293900,16,3924,699,1325,638,-120.82,35.31,NEAR OCEAN
house 3770,4.0347,353600,34,2459,489,1139,463,-118.43,34.16,<1H OCEAN
house 20242,3.2792,220500,32,4071,888,1900,874,-119.24,34.27,NEAR OCEAN
house 4633,1.9038,325000,34,2470,1197,2326,1055,-118.31,34.06,<1H OCEAN
house 8208,2.875,164000,26,3061,844,2135,769,-118.16,33.79,NEAR OCEAN
house 18900,2.1976,97900,52,2846,705,1519,620,-122.25,38.11,NEAR BAY
house 10188,2.0227,55000,22,1432,335,746,296,-117.95,33.87,<1H OCEAN
house 7224,1.8715,139600,34,1474,511,1962,501,-118.16,34.02,<1H OCEAN
house 10844,4.8359,249200,25,7060,1159,3903,1139,-117.9,33.68,<1H OCEAN
house 19600,1.55,166100,17,1812,361,672,334,-120.93,37.56,INLAND
house 18898,2.5865,109800,47,1339,298,794,286,-122.25,38.12,NEAR BAY
house 1047,2.525,157200,9,1787,347,806,306,-120.72,38.38,INLAND
house 20229,2.3147,192500,38,2387,748,1537,741,-119.29,34.28,NEAR OCEAN
house 875,4.8962,220200,31,4981,964,2841,924,-122.03,37.56,NEAR BAY
house 16110,3.7552,296600,45,1771,349,1098,342,-122.5,37.74,NEAR OCEAN
house 16099,4.0985,283200,43,2373,481,1247,454,-122.5,37.75,NEAR OCEAN
house 2722,1.735,61200,14,1527,325,1453,332,-115.53,32.73,INLAND
house 11122,2.3704,166100,38,2082,532,1592,510,-117.92,33.85,<1H OCEAN
house 5432,3.725,310000,35,1728,442,1161,420,-118.41,34.02,<1H OCEAN
house 9463,2.7857,150300,28,2492,507,1202,460,-123.8,39.47,<1H OCEAN
house 2890,2.5083,70100,52,2805,573,1325,522,-118.99,35.39,INLAND
house 15664,3.4801,500001,52,3830,,1310,963,-122.44,37.8,NEAR BAY
house 14516,4.3598,189100,5,8576,1952,5006,1827,-117.16,32.89,<1H OCEAN
house 3163,1.9688,53900,31,2358,580,2302,574,-118.82,35.23,INLAND
house 1709,4.3958,194200,38,2172,403,945,384,-122.31,37.94,NEAR BAY
house 4769,2.0538,125800,34,3239,806,2331,765,-118.36,34.04,<1H OCEAN
house 11662,5.1155,200900,34,3482,614,2227,641,-118.02,33.81,<1H OCEAN
house 15358,2.5872,155600,15,2919,592,1130,579,-117.33,33.23,NEAR OCEAN
house 660,4.0208,191500,36,998,178,531,183,-122.15,37.71,NEAR BAY
house 15894,2.9063,192000,52,1931,329,1025,293,-122.39,37.73,NEAR BAY
house 20391,6.7559,312000,15,5644,757,2659,783,-118.91,34.22,<1H OCEAN
house 6013,3.9784,113500,18,3610,772,2899,765,-117.78,34.07,INLAND
house 8487,3.0147,155100,30,1842,476,1491,420,-118.3,33.91,<1H OCEAN
house 17692,4.5,235800,17,1299,211,825,217,-121.83,37.3,<1H OCEAN
house 11060,4.3039,168500,21,2487,573,1515,494,-117.87,33.78,<1H OCEAN
house 17321,2.9479,243100,22,2136,465,1143,409,-120.14,34.6,NEAR OCEAN
house 9896,3.6083,134200,38,2308,425,1272,406,-122.29,38.28,NEAR BAY
house 10265,5.5918,260500,20,4026,648,1997,650,-117.85,33.9,<1H OCEAN
house 20552,2.6774,95800,31,2547,535,1579,509,-121.78,38.69,INLAND
house 18671,4.8953,289500,21,4117,752,2001,763,-121.88,36.98,NEAR OCEAN
house 14489,7.2821,500001,27,2530,469,594,326,-117.25,32.86,NEAR OCEAN
house 11181,3.25,350000,20,812,192,494,172,-117.94,33.83,<1H OCEAN
house 16133,3.1653,335300,44,3371,794,1738,753,-122.48,37.78,NEAR BAY
house 7893,6.1968,344700,18,2436,375,1303,386,-118.07,33.88,<1H OCEAN
house 6557,9.532,483300,50,1430,186,620,201,-118.11,34.19,INLAND
house 7266,4.3164,143200,6,1499,437,1754,447,-118.22,33.99,<1H OCEAN
house 13519,2.5902,111500,14,5983,1224,3255,1150,-117.35,34.09,INLAND
house 8968,5.444,336000,37,1534,258,751,259,-118.4,34,<1H OCEAN
house 18696,1.5972,68900,44,1625,392,944,347,-122.39,40.58,INLAND
house 15342,4.3428,152100,20,4835,854,2983,834,-117.28,33.2,NEAR OCEAN
house 20625,3.0739,87200,16,1698,300,731,291,-121.41,39.04,INLAND
house 11868,3.4844,143800,23,1127,225,215,85,-121.06,40.23,INLAND
house 15707,3.4423,117500,6,670,301,655,284,-122.42,37.79,NEAR BAY
house 178,2.6292,182700,47,2046,588,1213,554,-122.24,37.8,NEAR BAY
house 12702,2.0471,104200,16,5407,1467,2523,1265,-121.41,38.6,INLAND
house 10222,1.9127,175000,15,1655,626,1549,582,-117.89,33.88,<1H OCEAN
house 27,2.4597,93800,49,1130,244,607,239,-122.28,37.85,NEAR BAY
house 16084,5.2598,371500,47,2382,392,867,376,-122.48,37.73,NEAR OCEAN
house 3339,3.8831,132100,7,3639,637,1027,421,-122.55,38.81,INLAND
house 17148,8.9955,500001,39,4402,618,1616,631,-122.19,37.44,NEAR OCEAN
house 19351,5.1005,266700,33,1530,266,728,250,-122.94,38.57,<1H OCEAN
house 19729,2.9048,98200,32,1650,313,802,284,-121.52,38.9,INLAND
house 167,1.6121,171400,41,1471,469,1062,413,-122.25,37.8,NEAR BAY
house 2097,1.2545,45500,41,1576,417,1567,366,-119.76,36.75,INLAND
house 17120,4.0039,148900,36,1210,236,981,239,-122.14,37.48,NEAR BAY
house 19113,4.0417,232100,34,878,160,372,167,-122.63,38.22,<1H OCEAN
house 16168,4.7328,351100,45,2564,499,1056,460,-122.51,37.78,NEAR BAY
